meet_name,facility_name,meet_start_date,meet_end_date,mm_athlete_id,usas_id,first_name,last_name,gender,team,event_no,stroke,distance,seed_time,round,time,course,heat,lane,heat_place,overall_place,backup_time_1,backup_time_2,reaction_time
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,111,B5938262964740,Szymon,Mieczkowski,M,UKY,32,Back,200,109.87,P,103.28,Y,1,6,2,5,103.43,103.57,0.66
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,112,847433FB84D842,Jackson,Mussler,M,UKY,20,Medley,400,240.23,F,234.39,Y,2,7,6,8,234.61,234.49,0.74
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,112,847433FB84D842,Jackson,Mussler,M,UKY,20,Medley,400,240.23,P,235.33,Y,1,7,5,9,235.45,235.36,0.76
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,112,847433FB84D842,Jackson,Mussler,M,UKY,32,Back,200,110.78,F,105.95,Y,1,6,4,12,105.98,105.88,0.67
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,112,847433FB84D842,Jackson,Mussler,M,UKY,32,Back,200,110.78,P,105.69,Y,2,2,5,12,105.74,105.68,0.70
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,112,847433FB84D842,Jackson,Mussler,M,UKY,38,Fly,200,111.57,F,106.89,Y,1,6,3,11,106.90,106.87,0.71
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,112,847433FB84D842,Jackson,Mussler,M,UKY,38,Fly,200,111.57,P,107.82,Y,2,2,4,12,107.95,107.72,0.70
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,113,AEB7F95EA36246,Christopher,Nagy,M,UKY,6,Free,500,278.56,F,266.99,Y,2,6,6,14,267.21,267.09,0.70
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,113,AEB7F95EA36246,Christopher,Nagy,M,UKY,6,Free,500,278.56,P,268.83,Y,1,2,5,12,268.89,268.98,0.68
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,113,AEB7F95EA36246,Christopher,Nagy,M,UKY,20,Medley,400,242.23,F,244.56,Y,1,2,5,13,244.77,244.75,0.70
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,113,AEB7F95EA36246,Christopher,Nagy,M,UKY,20,Medley,400,242.23,P,245.78,Y,2,1,8,15,245.82,245.85,0.70
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,113,AEB7F95EA36246,Christopher,Nagy,M,UKY,30,Free,1650,567.80,F,917.99,Y,2,2,3,3,917.96,918.09,0.71
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,114,9A1432AAA0DD47,Devin,Naoroz,M,UKY,8,Medley,200,115.23,F,109.39,Y,1,7,6,22,109.49,109.37,0.72
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,114,9A1432AAA0DD47,Devin,Naoroz,M,UKY,8,Medley,200,115.23,P,109.15,Y,4,8,8,22,109.29,109.38,0.71
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,114,9A1432AAA0DD47,Devin,Naoroz,M,UKY,18,Fly,100,49.15,F,47.85,Y,2,6,5,13,48.08,48.02,0.68
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,114,9A1432AAA0DD47,Devin,Naoroz,M,UKY,18,Fly,100,49.15,P,48.30,Y,3,7,4,14,48.41,48.20,0.70
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,114,9A1432AAA0DD47,Devin,Naoroz,M,UKY,26,Back,100,49.18,F,47.06,Y,2,7,4,6,47.18,47.20,0.62
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,114,9A1432AAA0DD47,Devin,Naoroz,M,UKY,26,Back,100,49.18,P,47.70,Y,2,2,4,13,47.78,47.85,0.64
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,114,9A1432AAA0DD47,Devin,Naoroz,M,UKY,32,Back,200,109.02,F,103.38,Y,1,3,1,9,103.89,103.43,0.58
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,114,9A1432AAA0DD47,Devin,Naoroz,M,UKY,32,Back,200,109.02,P,105.57,Y,3,6,3,11,105.60,105.68,0.61
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,115,D626214444EC4E,Lauren,Patterson,F,UKY,7,Medley,200,132.23,P,128.15,Y,1,7,6,27,128.33,128.18,0.71
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,115,D626214444EC4E,Lauren,Patterson,F,UKY,25,Back,100,59.23,P,58.14,Y,3,8,8,20,58.23,58.17,0.61
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,115,D626214444EC4E,Lauren,Patterson,F,UKY,31,Back,200,129.23,F,128.77,Y,1,1,7,23,129.16,128.96,0.58
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,115,D626214444EC4E,Lauren,Patterson,F,UKY,31,Back,200,129.23,P,128.62,Y,1,3,3,24,128.77,128.82,0.61
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,116,4A18C74D604D4E,Hayden,Penny,F,UKY,7,Medley,200,121.75,F,119.10,Y,1,4,1,17,119.34,119.29,0.73
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,116,4A18C74D604D4E,Hayden,Penny,F,UKY,7,Medley,200,121.75,P,121.73,Y,4,7,7,18,121.85,121.77,0.74
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,116,4A18C74D604D4E,Hayden,Penny,F,UKY,19,Medley,400,260.26,F,253.16,Y,1,5,1,9,253.36,253.36,0.74
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,116,4A18C74D604D4E,Hayden,Penny,F,UKY,19,Medley,400,260.26,P,259.16,Y,1,3,3,10,259.22,259.22,0.73
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,116,4A18C74D604D4E,Hayden,Penny,F,UKY,31,Back,200,121.84,F,118.51,Y,1,6,1,17,118.55,118.48,0.64
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,116,4A18C74D604D4E,Hayden,Penny,F,UKY,31,Back,200,121.84,P,123.47,Y,4,1,6,21,123.66,123.61,0.65
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,116,4A18C74D604D4E,Hayden,Penny,F,UKY,37,Fly,200,122.06,F,119.82,Y,1,6,3,11,119.92,119.91,0.73
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,116,4A18C74D604D4E,Hayden,Penny,F,UKY,37,Fly,200,122.06,P,123.85,Y,2,7,5,12,124.04,123.96,0.74
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,117,3444019A8EC946,Justin,Peresse,M,UKY,10,Free,50,20.44,F,19.89,Y,3,2,5,7,20.05,19.93,0.63
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,117,3444019A8EC946,Justin,Peresse,M,UKY,10,Free,50,20.44,P,19.96,Y,2,2,5,13,20.06,20.08,0.63
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,117,3444019A8EC946,Justin,Peresse,M,UKY,22,Free,200,99.37,F,96.66,Y,2,2,5,7,96.84,96.88,0.63
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,117,3444019A8EC946,Justin,Peresse,M,UKY,22,Free,200,99.37,P,96.60,Y,3,7,4,8,96.75,96.51,0.67
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,117,3444019A8EC946,Justin,Peresse,M,UKY,34,Free,100,44.90,F,43.38,Y,3,2,5,7,43.53,43.57,0.66
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,117,3444019A8EC946,Justin,Peresse,M,UKY,34,Free,100,44.90,P,43.65,Y,2,7,3,10,43.78,43.64,0.64
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,118,2DA44025985ADB,Kristy,Pfaff,F,UKY,11,1m,6,252.38,F,274.00,Y,1,7,3,3,0.00,0.00,
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,118,2DA44025985ADB,Kristy,Pfaff,F,UKY,11,1m,6,252.38,P,244.65,Y,1,5,6,6,0.00,0.00,
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,118,2DA44025985ADB,Kristy,Pfaff,F,UKY,27,3m,6,256.65,F,268.10,Y,1,4,5,5,0.00,0.00,
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,118,2DA44025985ADB,Kristy,Pfaff,F,UKY,27,3m,6,256.65,P,227.25,Y,1,4,9,9,0.00,0.00,
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,118,2DA44025985ADB,Kristy,Pfaff,F,UKY,39,10m,6,0.00,F,164.30,Y,1,4,10,10,0.00,0.00,
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,119,3AEB6F25020A46,Radoslav,Polcic,M,UKY,10,Free,50,21.08,F,20.50,Y,1,6,3,19,20.65,20.54,0.66
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,119,3AEB6F25020A46,Radoslav,Polcic,M,UKY,10,Free,50,21.08,P,20.50,Y,3,1,8,20,20.61,20.61,0.66
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,119,3AEB6F25020A46,Radoslav,Polcic,M,UKY,18,Fly,100,50.23,F,50.93,Y,1,3,6,22,50.97,51.00,0.72
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,119,3AEB6F25020A46,Radoslav,Polcic,M,UKY,18,Fly,100,50.23,P,49.33,Y,4,1,7,20,49.18,49.52,0.69
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,119,3AEB6F25020A46,Radoslav,Polcic,M,UKY,34,Free,100,46.90,F,44.83,Y,1,1,5,21,45.03,45.01,0.70
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,119,3AEB6F25020A46,Radoslav,Polcic,M,UKY,34,Free,100,46.90,P,45.26,Y,1,4,4,23,45.29,45.34,0.65
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,120,780D4A30A4C7BB,Jonathan,Rom,M,UKY,8,Medley,200,112.73,F,107.63,Y,2,2,6,14,107.77,107.86,0.63
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,120,780D4A30A4C7BB,Jonathan,Rom,M,UKY,8,Medley,200,112.73,P,107.45,Y,4,1,4,13,107.53,107.51,0.65
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,120,780D4A30A4C7BB,Jonathan,Rom,M,UKY,20,Medley,400,244.51,P,235.86,Y,1,1,6,11,236.00,235.94,0.67
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,120,780D4A30A4C7BB,Jonathan,Rom,M,UKY,24,Breast,100,55.99,F,53.73,Y,2,3,4,6,53.85,53.78,0.62
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,120,780D4A30A4C7BB,Jonathan,Rom,M,UKY,24,Breast,100,55.99,P,53.93,Y,2,6,2,5,54.15,54.01,0.68
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,120,780D4A30A4C7BB,Jonathan,Rom,M,UKY,36,Breast,200,120.42,F,114.16,Y,3,5,2,2,114.32,114.34,0.64
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,120,780D4A30A4C7BB,Jonathan,Rom,M,UKY,36,Breast,200,120.42,P,114.56,Y,2,3,2,2,114.60,114.59,0.63
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,121,CECE48B49DBB67,Ralf,Roose,M,UKY,24,Breast,100,57.21,F,55.47,Y,1,2,3,11,55.60,55.59,0.70
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,121,CECE48B49DBB67,Ralf,Roose,M,UKY,24,Breast,100,57.21,P,56.03,Y,1,2,6,13,56.17,56.13,0.71
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,121,CECE48B49DBB67,Ralf,Roose,M,UKY,36,Breast,200,130.58,P,126.30,Y,2,1,6,13,126.48,126.42,0.70
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,122,E68D6BD9E60842,Levi,Sandidge,M,UKY,6,Free,500,275.54,F,258.80,Y,3,3,3,5,259.00,258.90,0.69
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,122,E68D6BD9E60842,Levi,Sandidge,M,UKY,6,Free,500,275.54,P,261.65,Y,3,2,3,5,261.79,261.79,0.69
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,122,E68D6BD9E60842,Levi,Sandidge,M,UKY,20,Medley,400,232.73,F,222.52,Y,3,5,1,1,222.74,222.81,0.71
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,122,E68D6BD9E60842,Levi,Sandidge,M,UKY,20,Medley,400,232.73,P,225.35,Y,2,6,2,2,225.48,225.50,0.71
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,122,E68D6BD9E60842,Levi,Sandidge,M,UKY,30,Free,1650,543.85,F,886.97,Y,2,5,2,2,887.12,887.00,0.70
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,123,93EB9757C83A43,Billie,Sherratt,F,UKY,7,Medley,200,128.66,F,123.01,Y,1,7,5,21,123.17,123.13,0.67
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,123,93EB9757C83A43,Billie,Sherratt,F,UKY,7,Medley,200,128.66,P,124.06,Y,1,3,4,24,124.11,124.13,0.64
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,123,93EB9757C83A43,Billie,Sherratt,F,UKY,19,Medley,400,270.23,F,258.48,Y,1,7,3,11,258.69,258.73,0.67
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,123,93EB9757C83A43,Billie,Sherratt,F,UKY,19,Medley,400,270.23,P,267.76,Y,2,6,5,16,267.97,267.90,0.67
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,123,93EB9757C83A43,Billie,Sherratt,F,UKY,37,Fly,200,123.26,F,118.34,Y,2,2,5,7,118.53,118.45,0.48
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,123,93EB9757C83A43,Billie,Sherratt,F,UKY,37,Fly,200,123.26,P,119.88,Y,1,7,6,9,120.03,119.95,0.64
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,124,6F74259B360E44,Delaney,Sullivan,F,UKY,9,Free,50,25.27,F,24.48,Y,1,3,3,19,24.70,24.49,0.67
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,124,6F74259B360E44,Delaney,Sullivan,F,UKY,9,Free,50,25.27,P,24.63,Y,1,1,7,20,24.71,24.81,0.75
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,124,6F74259B360E44,Delaney,Sullivan,F,UKY,21,Free,200,120.45,P,117.11,Y,1,2,5,28,117.31,117.25,0.67
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,124,6F74259B360E44,Delaney,Sullivan,F,UKY,33,Free,100,54.39,P,52.95,Y,2,1,7,19,52.92,53.11,0.65
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,125,8513FB20A1644E,Paige,Taber,F,UKY,9,Free,50,24.23,F,24.24,Y,1,4,2,18,24.51,24.46,0.76
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,125,8513FB20A1644E,Paige,Taber,F,UKY,9,Free,50,24.23,P,23.99,Y,3,1,7,18,24.16,24.14,0.77
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,125,8513FB20A1644E,Paige,Taber,F,UKY,25,Back,100,57.51,F,54.73,Y,1,7,6,14,54.82,54.85,0.69
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,125,8513FB20A1644E,Paige,Taber,F,UKY,25,Back,100,57.51,P,55.37,Y,1,1,6,15,55.24,55.45,0.74
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,125,8513FB20A1644E,Paige,Taber,F,UKY,31,Back,200,125.45,F,118.72,Y,2,7,6,14,119.00,118.72,0.72
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,125,8513FB20A1644E,Paige,Taber,F,UKY,31,Back,200,125.45,P,119.47,Y,1,5,1,15,119.53,119.61,0.71
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,126,C5533FFC65AF4A,Madeline,Welborn,F,UKY,5,Free,500,310.23,P,300.91,Y,3,8,8,22,301.05,301.06,0.69
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,126,C5533FFC65AF4A,Madeline,Welborn,F,UKY,21,Free,200,115.15,F,111.13,Y,1,8,8,24,111.25,111.31,0.66
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,126,C5533FFC65AF4A,Madeline,Welborn,F,UKY,21,Free,200,115.15,P,111.62,Y,1,6,4,26,111.73,111.79,0.68
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,126,C5533FFC65AF4A,Madeline,Welborn,F,UKY,31,Back,200,124.73,F,121.27,Y,1,5,3,19,121.45,121.45,0.65
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,126,C5533FFC65AF4A,Madeline,Welborn,F,UKY,31,Back,200,124.73,P,121.31,Y,1,4,2,19,121.48,121.37,0.67
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,127,84E4ACEDC20F42,Lauren,West,F,UKY,5,Free,500,307.67,F,290.87,Y,1,7,7,15,291.00,291.05,0.71
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,127,84E4ACEDC20F42,Lauren,West,F,UKY,5,Free,500,307.67,P,291.52,Y,2,1,6,14,291.73,291.59,0.69
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,127,84E4ACEDC20F42,Lauren,West,F,UKY,21,Free,200,112.35,F,106.46,Y,3,7,5,7,106.68,106.62,0.70
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,127,84E4ACEDC20F42,Lauren,West,F,UKY,21,Free,200,112.35,P,108.54,Y,2,8,5,16,108.70,108.69,0.70
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,127,84E4ACEDC20F42,Lauren,West,F,UKY,33,Free,100,51.72,F,49.77,Y,2,2,5,7,49.97,49.98,0.65
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,127,84E4ACEDC20F42,Lauren,West,F,UKY,33,Free,100,51.72,P,50.63,Y,1,2,4,11,50.79,50.73,0.66
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,185,1919F0EE9B3C4F,Jade,Canady,F,UNCA,27,3m,6,241.65,P,205.50,Y,1,2,13,13,0.00,0.00,
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,185,1919F0EE9B3C4F,Jade,Canady,F,UNCA,11,1m,6,267.75,P,202.60,Y,1,9,15,15,0.00,0.00,
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,187,96104539B1ED22,Kindal,Culpepper,F,UNCA,11,1m,6,232.80,P,153.35,Y,1,1,20,20,0.00,0.00,
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,187,96104539B1ED22,Kindal,Culpepper,F,UNCA,27,3m,6,201.00,P,169.00,Y,1,9,18,18,0.00,0.00,
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,187,96104539B1ED22,Kindal,Culpepper,F,UNCA,39,10m,6,198.10,F,148.05,Y,1,4,11,12,0.00,0.00,
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,190,34839FE0578C4F,Vivian,Fougeron,F,UNCA,11,1m,6,237.90,P,213.65,Y,1,8,14,14,0.00,0.00,
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,190,34839FE0578C4F,Vivian,Fougeron,F,UNCA,27,3m,6,221.55,F,204.00,Y,1,3,10,10,0.00,0.00,
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,190,34839FE0578C4F,Vivian,Fougeron,F,UNCA,27,3m,6,221.55,P,219.35,Y,1,6,10,10,0.00,0.00,
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,188,77FC4B50BCDA28,Leigha,Travis,F,UNCA,11,1m,6,215.65,P,190.85,Y,1,4,17,17,0.00,0.00,
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,188,77FC4B50BCDA28,Leigha,Travis,F,UNCA,27,3m,6,213.25,P,180.55,Y,1,8,17,17,0.00,0.00,
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,189,321D44EBB520ED,Amelia,Ward,F,UNCA,11,1m,6,241.85,P,183.85,Y,1,6,18,18,0.00,0.00,
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,189,321D44EBB520ED,Amelia,Ward,F,UNCA,27,3m,6,244.00,P,191.15,Y,1,2,15,15,0.00,0.00,
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,189,321D44EBB520ED,Amelia,Ward,F,UNCA,39,10m,6,199.00,F,115.75,Y,1,1,14,15,0.00,0.00,
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,53,E6C60D30FBDA4E,Emily,Armen,F,TENN,9,Free,50,22.33,F,22.66,Y,3,6,4,6,22.88,22.81,0.71
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,53,E6C60D30FBDA4E,Emily,Armen,F,TENN,9,Free,50,22.33,P,22.66,Y,3,5,2,6,22.89,22.84,0.69
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,53,E6C60D30FBDA4E,Emily,Armen,F,TENN,21,Free,200,107.83,F,107.05,Y,2,5,5,13,107.25,107.16,0.70
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,53,E6C60D30FBDA4E,Emily,Armen,F,TENN,21,Free,200,107.83,P,107.23,Y,2,2,3,8,107.41,107.43,0.69
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,53,E6C60D30FBDA4E,Emily,Armen,F,TENN,33,Free,100,49.13,F,49.28,Y,1,5,1,9,0.00,49.47,0.69
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,53,E6C60D30FBDA4E,Emily,Armen,F,TENN,33,Free,100,49.13,P,49.52,Y,2,5,2,7,49.51,49.69,0.69
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,30,F086464B90AD31,Jordan,Aurnou-Rhees,F,TENN,7,Medley,200,120.76,F,123.65,Y,1,2,6,22,123.81,123.86,0.62
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,30,F086464B90AD31,Jordan,Aurnou-Rhees,F,TENN,7,Medley,200,120.76,P,123.32,Y,3,2,7,22,123.45,123.49,0.61
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,30,F086464B90AD31,Jordan,Aurnou-Rhees,F,TENN,17,Fly,100,54.59,F,56.69,Y,1,1,7,15,57.00,56.90,0.60
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,30,F086464B90AD31,Jordan,Aurnou-Rhees,F,TENN,17,Fly,100,54.59,P,56.40,Y,2,2,5,18,56.35,56.47,0.59
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,30,F086464B90AD31,Jordan,Aurnou-Rhees,F,TENN,23,Breast,100,61.53,F,64.02,Y,1,7,6,14,64.16,64.18,0.62
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,30,F086464B90AD31,Jordan,Aurnou-Rhees,F,TENN,23,Breast,100,61.53,P,64.12,Y,2,3,5,16,64.28,64.37,0.58
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,30,F086464B90AD31,Jordan,Aurnou-Rhees,F,TENN,37,Fly,200,120.65,F,124.27,Y,1,2,5,13,124.50,124.38,0.52
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,30,F086464B90AD31,Jordan,Aurnou-Rhees,F,TENN,37,Fly,200,120.65,P,124.31,Y,2,2,6,13,124.33,124.41,0.68
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,40,E4B3FE65792242,Nikoli,Blackman,M,TENN,10,Free,50,19.70,F,19.22,Y,2,4,1,9,19.39,19.34,0.65
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,40,E4B3FE65792242,Nikoli,Blackman,M,TENN,10,Free,50,19.70,P,19.15,Y,4,3,2,3,19.28,19.43,0.65
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,40,E4B3FE65792242,Nikoli,Blackman,M,TENN,18,Fly,100,48.68,P,0.00,Y,2,6,0,0,0.00,0.00,
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,40,E4B3FE65792242,Nikoli,Blackman,M,TENN,22,Free,200,94.62,F,92.12,Y,3,4,1,1,92.30,92.32,0.64
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,40,E4B3FE65792242,Nikoli,Blackman,M,TENN,22,Free,200,94.62,P,93.78,Y,4,4,1,1,94.01,93.81,
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,40,E4B3FE65792242,Nikoli,Blackman,M,TENN,34,Free,100,42.30,F,42.24,Y,2,5,1,9,42.50,42.42,0.65
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,40,E4B3FE65792242,Nikoli,Blackman,M,TENN,34,Free,100,42.30,P,42.60,Y,2,4,2,6,42.71,42.67,0.64
